172.246.147.196 - - [01/Mar/2014:17:01:06 -0800] "GET / HTTP/1.0" 200 4249 "http://www.lifelinepregnancyhelp.org/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0)" "www.lifelinepregnancyhelp.org"
92.249.127.111 - - [01/Mar/2014:19:27:39 -0800] "GET / HTTP/1.1" 200 4249 "http://chimiver.info/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Media Center PC" "lifelinepregnancyhelp.org"
92.249.127.111 - - [01/Mar/2014:19:27:39 -0800] "GET / HTTP/1.1" 200 4249 "http://chimiver.info/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Media Center PC" "lifelinepregnancyhelp.org"
92.249.127.111 - - [01/Mar/2014:19:27:41 -0800] "GET / HTTP/1.1" 200 4249 "http://chimiver.info/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Media Center PC" "lifelinepregnancyhelp.org"
157.56.93.82 - - [01/Mar/2014:20:29:45 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelineprc.com"
130.185.109.243 - - [01/Mar/2014:20:32:48 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "PagesInventory (robot http://www.pagesinvenotry.com)" "www.lifelinepregnancyhelp.org"
130.185.109.243 - - [01/Mar/2014:20:32:48 -0800] "GET / HTTP/1.1" 200 4249 "-" "PagesInventory (robot +http://www.pagesinventory.com)" "www.lifelinepregnancyhelp.org"
131.253.24.92 - - [01/Mar/2014:20:51:17 -0800] "GET /aboutus.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0;  WOW64;  Trident/5.0)" "www.lifelineprc.com"
157.56.93.62 - - [01/Mar/2014:22:12:24 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
162.238.222.9 - - [01/Mar/2014:23:53:10 -0800] "GET / HTTP/1.1" 200 4249 "https://www.google.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "www.lifelineprc.com"
162.238.222.9 - - [01/Mar/2014:23:53:10 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "www.lifelineprc.com"
162.238.222.9 - - [01/Mar/2014:23:53:11 -0800] "GET /css/general.css HTTP/1.1" 200 1239 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "www.lifelineprc.com"
162.238.222.9 - - [01/Mar/2014:23:53:11 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36" "www.lifelineprc.com"
