94.153.64.133 - - [24/Feb/2014:19:01:24 -0800] "GET / HTTP/1.1" 200 4249 "http://englishdictionaryfree.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; APC; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50215; InfoPath.1)" "lifelinepregnancyhelp.org"
65.55.213.61 - - [24/Feb/2014:19:13:23 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0;  WOW64;  Trident/5.0)" "lifelineprc.com"
65.55.213.61 - - [24/Feb/2014:19:13:24 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0;  WOW64;  Trident/5.0)" "lifelineprc.com"
65.55.213.61 - - [24/Feb/2014:19:13:25 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://lifelineprc.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0;  WOW64;  Trident/5.0)" "lifelineprc.com"
199.21.99.110 - - [24/Feb/2014:20:39:32 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.lifelineprc.com"
220.181.108.91 - - [24/Feb/2014:21:40:56 -0800] "GET /services.php?service=community HTTP/1.1" 200 3934 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "lifelinepregnancyhelp.org"
157.55.33.83 - - [24/Feb/2014:21:48:01 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelinepregnancyhelp.org"
199.21.99.110 - - [24/Feb/2014:21:58:15 -0800] "GET /services.php?service=peer HTTP/1.1" 200 3929 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.lifelineprc.com"
208.93.104.7 - - [24/Feb/2014:22:07:36 -0800] "HEAD / HTTP/1.1" 200 0 "-" "http://www.yellowpages.com/about/legal/crawl" "www.lifelinepregnancyhelp.org"
54.213.228.12 - - [24/Feb/2014:22:40:25 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.90 Safari/537.1" "lifelinepregnancyhelp.org"
54.213.228.12 - - [24/Feb/2014:22:40:25 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_2 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8H7 Safari/6533.18.5" "lifelinepregnancyhelp.org"
54.213.228.12 - - [24/Feb/2014:22:40:26 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.90 Safari/537.1" "www.lifelinepregnancyhelp.org"
92.249.127.111 - - [24/Feb/2014:23:04:17 -0800] "GET / HTTP/1.1" 200 4249 "http://chimiver.info/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Media Center PC" "lifelinepregnancyhelp.org"
92.249.127.111 - - [24/Feb/2014:23:04:17 -0800] "GET / HTTP/1.1" 200 4249 "http://chimiver.info/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Media Center PC" "lifelinepregnancyhelp.org"
65.55.215.39 - - [25/Feb/2014:00:55:34 -0800] "GET /sitebuilder/images/iStock_000004560923Small-294x186.jpg HTTP/1.1" 200 5296 "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)" "www.lifelineprc.com"
157.55.33.83 - - [25/Feb/2014:01:11:05 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelinepregnancyhelp.org"
91.215.188.105 - - [25/Feb/2014:01:14:52 -0800] "GET / HTTP/1.0" 200 4249 "http://lifelinepregnancyhelp.org/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.162 Safari/535.19" "lifelinepregnancyhelp.org"
94.153.65.49 - - [25/Feb/2014:01:51:25 -0800] "GET / HTTP/1.1" 200 4249 "http://blackwitchcraft.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1) Opera 7.54 [en]" "lifelinepregnancyhelp.org"
94.153.65.49 - - [25/Feb/2014:01:51:26 -0800] "GET / HTTP/1.1" 200 4249 "http://blackwitchcraft.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1) Opera 7.54 [en]" "lifelinepregnancyhelp.org"
94.153.65.49 - - [25/Feb/2014:01:51:27 -0800] "GET / HTTP/1.1" 200 4249 "http://blackwitchcraft.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1) Opera 7.54 [en]" "lifelinepregnancyhelp.org"
199.21.99.110 - - [25/Feb/2014:01:55:27 -0800] "GET /services.php?service=community HTTP/1.1" 200 3934 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.lifelineprc.com"
208.115.113.92 - - [25/Feb/2014:01:57:23 -0800] "GET /services.php?service=community HTTP/1.1" 200 3934 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "lifelinepregnancyhelp.org"
5.10.83.72 - - [25/Feb/2014:02:13:51 -0800] "GET /services.php HTTP/1.1" 200 3925 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
199.21.99.110 - - [25/Feb/2014:03:14:19 -0800] "GET /services.php HTTP/1.1" 200 3925 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.lifelineprc.com"
183.60.213.113 - - [25/Feb/2014:03:39:08 -0800] "GET /locations.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)" "lifelineprc.com"
199.21.99.110 - - [25/Feb/2014:04:33:09 -0800] "GET /index.php HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.lifelineprc.com"
193.150.120.33 - - [25/Feb/2014:04:35:53 -0800] "GET / HTTP/1.1" 200 4249 "http://pornokopilka.biz/" "Mozilla/1.22 (compatible; MSIE 2.0d; Windows NT)" "lifelinepregnancyhelp.org"
208.115.111.72 - - [25/Feb/2014:05:02:38 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "lifelineprc.com"
199.21.99.110 - - [25/Feb/2014:05:51:40 -0800] "GET /services.php?service=tests HTTP/1.1" 200 3930 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "www.lifelineprc.com"
208.115.111.72 - - [25/Feb/2014:06:23:35 -0800] "GET /formen.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com)" "lifelineprc.com"
151.138.13.244 - - [25/Feb/2014:06:45:13 -0800] "GET / HTTP/1.1" 200 4249 "-" "SuperPagesUrlVerifyBot/1.0" "www.lifelineprc.com"
220.181.125.138 - - [25/Feb/2014:07:00:41 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" "lifelineprc.com"
82.193.99.33 - - [25/Feb/2014:08:30:40 -0800] "GET / HTTP/1.1" 200 4249 "http://minecraft-neo.ru/" "Mozilla/0.91 Beta (Windows)" "lifelinepregnancyhelp.org"
82.193.99.33 - - [25/Feb/2014:08:30:40 -0800] "GET / HTTP/1.1" 200 4249 "http://minecraft-neo.ru/" "Mozilla/0.91 Beta (Windows)" "lifelinepregnancyhelp.org"
82.193.99.33 - - [25/Feb/2014:08:30:42 -0800] "GET / HTTP/1.1" 200 4249 "http://minecraft-neo.ru/" "Mozilla/0.91 Beta (Windows)" "lifelinepregnancyhelp.org"
157.55.32.188 - - [25/Feb/2014:09:32:20 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelineprc.com"
157.56.93.60 - - [25/Feb/2014:09:39:50 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelinepregnancyhelp.org"
183.60.214.27 - - [25/Feb/2014:09:54:51 -0800] "GET /purefreedom.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)" "lifelineprc.com"
68.184.206.106 - - [25/Feb/2014:09:55:31 -0800] "GET /index.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53" "www.lifelineprc.com"
208.43.225.85 - - [25/Feb/2014:11:17:43 -0800] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; SiteExplorer/1.0b; +http://siteexplorer.info/)" "www.lifelinepregnancyhelp.org"
54.203.137.202 - - [25/Feb/2014:11:44:24 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 5.1; .NET CLR 1.1.4322; InfoPath.1; .NET CLR 2.0.50727)" "lifelineprc.com"
5.10.83.48 - - [25/Feb/2014:11:49:20 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "www.lifelinepregnancyhelp.org"
166.182.82.143 - - [25/Feb/2014:12:15:56 -0800] "GET /apple-touch-icon.png HTTP/1.1" 404 89 "-" "Dolphin http client/10.2.0(260) (Android)" "www.lifelineprc.com"
166.182.82.143 - - [25/Feb/2014:12:15:56 -0800] "GET /favicon.ico HTTP/1.1" 404 89 "-" "Dolphin http client/10.2.0(260) (Android)" "www.lifelineprc.com"
5.10.83.72 - - [25/Feb/2014:12:28:23 -0800] "GET /services.php?service=programs HTTP/1.1" 200 3933 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)" "lifelinepregnancyhelp.org"
180.76.5.118 - - [25/Feb/2014:13:48:27 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.lifelinepregnancyhelp.org"
70.252.128.72 - - [25/Feb/2014:14:01:22 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 18835 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:22 -0800] "GET /js/responsiveslides.min.js HTTP/1.1" 200 3397 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:22 -0800] "GET /js/jquery-1.10.1.min.js HTTP/1.1" 200 33357 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:22 -0800] "GET /js/form-manager.jquery.js HTTP/1.1" 200 1375 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:22 -0800] "GET /img/slider/logo.jpg HTTP/1.1" 200 490803 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:22 -0800] "GET /img/slider/image3.jpg HTTP/1.1" 200 577297 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:22 -0800] "GET /img/slider/image2.jpg HTTP/1.1" 200 691385 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:23 -0800] "GET /img/icons/community.png HTTP/1.1" 200 100285 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:23 -0800] "GET /img/icons/services.png HTTP/1.1" 200 100556 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:24 -0800] "GET /img/slider/image1.jpg HTTP/1.1" 200 994823 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:24 -0800] "GET /img/theme7bg2.png HTTP/1.1" 200 51231 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
70.252.128.72 - - [25/Feb/2014:14:01:24 -0800] "GET /img/icons/peer.png HTTP/1.1" 200 81327 "http://www.lifelineprc.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.lifelineprc.com"
180.76.6.62 - - [25/Feb/2014:15:55:45 -0800] "GET / HTTP/1.1" 200 4249 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "lifelinepregnancyhelp.org"
