202.156.8.9 - - [02/Jul/2013:17:33:48 -0700] "GET /assets/images/pregnancy.jpg HTTP/1.1" 200 73198 "http://www.google.com.sg/search?q=meaning+of+swollen+tender+breasts&client=ms-android-samsung&hl=en&v=133247963&biw=320&bih=508&source=lnms&tbm=isch&sa=X&ei=NHDTUfi9PInirAeH8YDgCg&ved=0CAcQ_AUoAQ" "Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; GT-I8160 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1" "www.lifelinepregnancyhelp.org"
173.192.34.95 - - [02/Jul/2013:19:38:29 -0700] "GET / HTTP/1.1" 200 4482 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; Media Center PC 5.0)" "www.lifelineprc.com"
173.192.34.95 - - [02/Jul/2013:19:38:29 -0700] "GET /index.html HTTP/1.1" 200 4482 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; Media Center PC 5.0)" "www.lifelineprc.com"
173.192.34.95 - - [02/Jul/2013:19:38:30 -0700] "GET /symptoms.html HTTP/1.1" 200 3401 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; Media Center PC 5.0)" "www.lifelineprc.com"
173.192.34.95 - - [02/Jul/2013:19:38:31 -0700] "GET /forMen.html HTTP/1.1" 200 3180 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; Media Center PC 5.0)" "www.lifelineprc.com"
173.192.34.95 - - [02/Jul/2013:19:38:32 -0700] "GET /postabortion.html HTTP/1.1" 200 3706 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; Media Center PC 5.0)" "www.lifelineprc.com"
173.192.34.95 - - [02/Jul/2013:19:38:32 -0700] "GET /dadline.html HTTP/1.1" 200 2756 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; Media Center PC 5.0)" "www.lifelineprc.com"
173.192.34.95 - - [02/Jul/2013:19:38:33 -0700] "GET /m& HTTP/1.1" 404 89 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; Media Center PC 5.0)" "www.lifelineprc.com"
208.115.111.72 - - [02/Jul/2013:21:48:44 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "www.lifelineprc.com"
157.55.35.80 - - [02/Jul/2013:22:07:54 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelineprc.com"
208.115.111.72 - - [02/Jul/2013:22:46:08 -0700] "GET /contactus.html HTTP/1.1" 200 12418 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "www.lifelineprc.com"
