208.115.113.92 - - [01/Jul/2013:17:06:56 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "lifelinepregnancyhelp.org"
54.227.39.192 - - [01/Jul/2013:17:44:03 -0700] "GET / HTTP/1.0" 200 4482 "-" "-" "lifelineprc.com"
208.115.113.88 - - [01/Jul/2013:19:55:49 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "www.lifelineprc.com"
208.115.113.88 - - [01/Jul/2013:20:33:06 -0700] "GET /LinnCountyPRC.html HTTP/1.1" 200 10517 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)" "www.lifelineprc.com"
63.147.126.186 - - [01/Jul/2013:20:51:50 -0700] "GET /services.html HTTP/1.1" 200 2979 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+)" "lifelineprc.com"
84.240.30.56 - - [01/Jul/2013:21:01:21 -0700] "GET / HTTP/1.0" 200 4482 "http://lifelineprc.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.224 Safari/534.10" "lifelineprc.com"
157.56.92.158 - - [01/Jul/2013:21:38:26 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelineprc.com"
83.149.126.98 - - [01/Jul/2013:21:49:17 -0700] "GET /robots.txt HTTP/1.0" 404 73 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+)" "www.lifelineprc.com"
83.149.126.98 - - [01/Jul/2013:21:49:19 -0700] "GET /dadline.html HTTP/1.0" 200 1988 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+)" "www.lifelineprc.com"
83.149.126.98 - - [01/Jul/2013:21:49:20 -0700] "GET /options.html HTTP/1.0" 200 2822 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+)" "www.lifelineprc.com"
157.55.35.52 - - [01/Jul/2013:22:32:38 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelinepregnancyhelp.org"
85.10.246.247 - - [01/Jul/2013:22:35:54 -0700] "GET /locations.html HTTP/1.1" 200 3516 "-" "Mozilla/5.0 (compatible; SearchmetricsBot; http://www.searchmetrics.com/en/searchmetrics-bot/)" "www.lifelineprc.com"
85.10.246.247 - - [01/Jul/2013:22:35:55 -0700] "GET /services.html HTTP/1.1" 200 2979 "-" "Mozilla/5.0 (compatible; SearchmetricsBot; http://www.searchmetrics.com/en/searchmetrics-bot/)" "www.lifelineprc.com"
