188.143.232.111 - - [25/Sep/2013:17:10:51 -0700] "POST /process.php HTTP/1.1" 200 88 "http://www.lifelineprc.com/appointment.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
71.72.18.97 - - [25/Sep/2013:17:30:45 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelineprc.com"
71.72.18.97 - - [25/Sep/2013:17:30:45 -0700] "GET /abortion.html HTTP/1.1" 200 6210 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelineprc.com"
71.72.18.97 - - [25/Sep/2013:17:42:12 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelineprc.com"
71.72.18.97 - - [25/Sep/2013:17:49:14 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelinepregnancyhelp.org"
71.72.18.97 - - [25/Sep/2013:17:49:14 -0700] "GET /forMen.html HTTP/1.1" 200 3569 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelinepregnancyhelp.org"
71.72.18.97 - - [25/Sep/2013:18:09:48 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelinepregnancyhelp.org"
71.72.18.97 - - [25/Sep/2013:18:09:49 -0700] "GET /ewyl.html HTTP/1.1" 200 3474 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelinepregnancyhelp.org"
157.55.32.141 - - [25/Sep/2013:18:50:32 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "lifelineprc.com"
71.72.18.97 - - [25/Sep/2013:18:54:30 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelineprc.com"
71.72.18.97 - - [25/Sep/2013:18:54:30 -0700] "GET /forMen.html HTTP/1.1" 200 3569 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelineprc.com"
157.55.35.113 - - [25/Sep/2013:19:06:13 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.lifelinepregnancyhelp.org"
71.72.18.97 - - [25/Sep/2013:19:12:34 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelineprc.com"
71.72.18.97 - - [25/Sep/2013:19:12:35 -0700] "GET /appointment.php HTTP/1.1" 200 3664 "-" "SEOENGWorldBot/1.0 (+http://www.seoengine.com/seoengbot.htm)" "www.lifelineprc.com"
188.143.232.31 - - [25/Sep/2013:19:33:23 -0700] "POST /process.php HTTP/1.1" 200 88 "http://www.lifelineprc.com/appointment.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
188.143.232.31 - - [25/Sep/2013:19:33:25 -0700] "POST /process.php HTTP/1.1" 200 88 "http://www.lifelineprc.com/appointment.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "www.lifelineprc.com"
